Date,Open,High,Low,Close,Adj Close,Volume
2010-11-11,36.736160,37.455067,36.700214,37.311287,30.850616,4222600
2010-11-12,37.145939,37.332855,36.369518,36.513298,30.190798,4018700
2010-11-15,36.707405,36.901508,36.276062,36.750538,30.386961,4769100
2010-11-16,36.484543,36.570812,35.276779,35.427750,29.293224,7478400
2010-11-17,35.384617,35.715313,34.967648,35.686558,29.507214,7468200
2010-11-18,36.175415,36.707405,36.010063,36.340763,30.048145,6578400
2010-11-19,36.391087,36.527679,36.161034,36.513298,30.190798,4109000
2010-11-22,36.347950,36.585190,35.916607,36.405464,30.101648,4249600
2010-11-23,36.031631,36.196980,35.564342,35.729691,29.542887,4287200
2010-11-24,36.024445,36.347950,35.880661,36.347950,30.054087,3228600
2010-11-26,36.211357,36.211357,35.801582,35.981308,29.750931,1334900
2010-11-29,35.794392,36.074768,35.485264,35.959740,29.733093,4681100
2010-11-30,35.679367,36.290440,35.585911,36.002876,29.768766,3898500
2010-12-01,36.542057,36.635513,36.110710,36.240116,29.964924,5095000
2010-12-02,36.254494,36.879944,36.247303,36.621136,30.279970,3983900
2010-12-03,36.419842,36.520489,36.024445,36.355141,30.060030,3959300
2010-12-06,36.225739,36.283249,35.758446,35.880661,29.667715,3922300
2010-12-07,36.139469,36.513298,35.909416,36.247303,29.970867,4261000
2010-12-08,35.995686,36.175415,35.398994,36.139469,29.881708,4876000
2010-12-09,36.405464,36.470165,35.585911,35.700935,29.519108,7715100
2010-12-10,35.722504,36.254494,35.722504,36.132278,29.875763,4152200
2010-12-13,36.189793,36.383896,35.557152,35.564342,29.406166,4035700
2010-12-14,35.600288,35.765636,35.398994,35.557152,29.400221,3645600
2010-12-15,35.514019,35.700935,35.334293,35.470882,29.328896,4602400
2010-12-16,35.470882,35.988499,35.312725,35.959740,29.733093,4596600
2010-12-17,36.002876,36.146656,35.715313,35.981308,29.750931,5178600
2010-12-20,36.060387,36.067577,35.549965,35.672180,29.495337,3239000
2010-12-21,35.736881,36.038822,35.564342,35.959740,29.733093,2883400
2010-12-22,35.995686,36.161034,35.722504,36.010063,29.774708,2039200
2010-12-23,35.938175,36.139469,35.614666,35.700935,29.519108,2268700
2010-12-27,35.715313,35.715313,35.370235,35.600288,29.435892,1395000
2010-12-28,35.636234,35.686558,35.168941,35.391804,29.263510,2058400
2010-12-29,35.499641,35.844715,35.478073,35.657799,29.483446,2452800
2010-12-30,35.643421,35.693745,35.355858,35.449318,29.311052,1676400
2010-12-31,35.355858,35.521206,35.240833,35.262402,29.156509,1595700
2011-01-03,35.442127,35.593098,35.212078,35.291157,29.180285,4734800
2011-01-04,35.283970,35.298347,34.342201,34.751976,28.734459,6827700
2011-01-05,34.601006,35.082676,34.507549,34.917324,28.871189,5145100
2011-01-06,35.190510,35.269588,34.888569,35.161755,29.073298,5696500
2011-01-07,35.233646,35.672180,35.147377,35.600288,29.435892,4700300
2011-01-10,35.514019,35.823151,35.298347,35.650612,29.477491,4169500
2011-01-11,35.909416,35.930984,35.363049,35.420559,29.287279,3099800
2011-01-12,35.521206,35.650612,35.291157,35.334293,29.364950,3153900
2011-01-13,35.398994,35.528397,35.097054,35.154564,29.215591,3232100
2011-01-14,34.946083,34.989216,34.363766,34.392525,28.582289,6910300
2011-01-18,34.385334,35.593098,34.349388,35.406181,29.424702,7756600
2011-01-19,35.449318,35.521206,35.190510,35.434940,29.448597,4573800
2011-01-20,35.420559,35.593098,34.888569,34.967648,29.060253,5442700
2011-01-21,35.053917,35.075485,34.550682,34.701653,28.839190,5575200
2011-01-24,34.680088,34.809490,34.543495,34.723221,28.857121,4175000
2011-01-25,34.701653,34.802299,34.363766,34.507549,28.677887,4435700
2011-01-26,34.615383,34.694466,34.327820,34.342201,28.540464,4621000
2011-01-27,34.342201,34.694466,34.184040,34.212795,28.432915,5448200
2011-01-28,34.327820,34.680088,33.263840,33.357296,27.721951,7657300
2011-01-31,33.421997,33.767075,33.314163,33.616104,27.937033,5223400
2011-02-01,33.738319,34.335011,33.616104,34.090584,28.331347,4485000
2011-02-02,34.270309,34.442848,33.982746,34.313442,28.516562,5346700
2011-02-03,35.305534,36.067577,35.226456,35.391804,29.412748,11473300
2011-02-04,35.478073,35.686558,35.068295,35.442127,29.454576,5038200
2011-02-07,35.470882,35.851906,35.298347,35.514019,29.514315,5310100
2011-02-08,35.607475,35.930984,35.514019,35.650612,29.627825,3392200
2011-02-09,35.521206,35.794392,35.327103,35.585911,29.574064,3084500
2011-02-10,35.478073,35.780014,35.291157,35.758446,29.717455,3937700
2011-02-11,35.384617,35.815960,35.283970,35.780014,29.735376,3226800
2011-02-14,35.729691,36.232925,35.442127,36.161034,30.052031,4274500
2011-02-15,36.002876,36.563622,35.873474,36.470165,30.308929,4317500
2011-02-16,36.649891,37.009346,36.534866,36.793674,30.577784,4340300
2011-02-17,36.757729,36.980591,36.542057,36.937454,30.697268,3999200
2011-02-18,36.966213,37.124371,36.556435,36.786484,30.571815,3300700
2011-02-22,36.635513,36.700214,35.636234,35.744068,29.705500,6433200
2011-02-23,35.722504,36.002876,34.910137,35.420559,29.436649,4924900
2011-02-24,35.212078,35.571529,34.989216,35.492451,29.496397,4088700
2011-02-25,35.564342,36.053200,35.564342,35.952553,29.878771,3573700
2011-02-28,36.017254,36.326385,35.916607,36.182602,30.069948,3449400
2011-03-01,36.362328,36.362328,35.715313,35.837528,29.783161,4753600
2011-03-02,35.708122,35.801582,35.161755,35.571529,29.562117,3689900
2011-03-03,35.830338,36.419842,35.808769,36.419842,30.267113,3625900
2011-03-04,36.434219,36.693027,36.347950,36.642704,30.452318,4332400
2011-03-07,36.901508,36.994968,36.276062,36.549244,30.374651,3869600
2011-03-08,36.693027,37.519772,36.685837,37.491013,31.157318,6619700
2011-03-09,37.505390,37.857655,37.411934,37.857655,31.462023,5836700
2011-03-10,37.419125,38.238678,37.282532,37.994247,31.575537,6367900
2011-03-11,37.828899,37.951115,37.311287,37.800144,31.414228,4392200
2011-03-14,37.519772,37.692307,37.038101,37.311287,31.007961,3231400
2011-03-15,36.261681,36.829620,36.168224,36.628326,30.440369,4302600
2011-03-16,36.606758,36.937454,36.326385,36.556435,30.380627,5186000
2011-03-17,36.829620,37.016537,36.462975,36.657082,30.464270,5180300
2011-03-18,37.030914,37.160316,36.520489,36.664268,30.470240,3462000
2011-03-21,37.052479,37.181885,36.721783,36.843998,30.619614,3642100
2011-03-22,36.901508,36.915890,36.398273,36.534866,30.362698,2586400
2011-03-23,36.434219,36.908699,36.196980,36.728973,30.524023,3417900
2011-03-24,36.951832,37.325665,36.822430,37.311287,31.007961,2495100
2011-03-25,37.347233,37.598850,37.138748,37.268154,30.972111,3105100
2011-03-28,37.368801,37.548527,36.980591,37.002155,30.751049,2782400
2011-03-29,36.980591,37.088425,36.800861,36.879944,30.649485,4859000
2011-03-30,37.023724,37.253773,36.959023,37.189072,30.906384,6043000
2011-03-31,37.088425,37.145939,36.908699,36.937454,30.697268,4955400
2011-04-01,37.009346,37.296909,36.865562,36.951832,30.709221,3712500
2011-04-04,37.016537,37.210640,36.498920,36.570812,30.392569,4299400
2011-04-05,36.448597,36.498920,35.873474,35.916607,29.848890,7170700
2011-04-06,36.067577,36.139469,35.887852,36.017254,29.932539,5419400
2011-04-07,35.916607,36.196980,35.442127,35.528397,29.526266,6220600
2011-04-08,35.772827,35.959740,35.398994,35.643421,29.621862,5741300
2011-04-11,35.643421,35.988499,35.636234,35.923798,29.854868,5325100
2011-04-12,35.830338,36.376709,35.808769,35.844715,29.789135,5406600
2011-04-13,35.866283,36.031631,35.736881,35.930984,30.011326,4021300
2011-04-14,35.765636,36.542057,35.650612,36.434219,30.431643,5926000
2011-04-15,36.542057,36.800861,36.355141,36.750538,30.695848,3884700
2011-04-18,36.362328,36.369518,35.873474,36.218548,30.251503,5774800
2011-04-19,36.225739,36.621136,36.024445,36.585190,30.557737,4746700
2011-04-20,36.915890,37.275341,36.750538,37.059669,30.954044,4764400
2011-04-21,39.288280,39.525520,38.511864,38.569374,32.215034,10326200
2011-04-25,38.504673,38.533428,37.757008,38.245865,31.944811,5544300
2011-04-26,38.245865,38.324947,37.404743,37.512581,31.332350,6259500
2011-04-27,37.512581,37.634796,37.145939,37.598850,31.404398,3976100
2011-04-28,37.735443,38.281811,37.634796,37.979870,31.722645,4415800
2011-04-29,38.023006,38.720345,37.965492,38.562187,32.209019,5821600
2011-05-02,38.670021,38.799423,38.389648,38.461540,32.124973,3889700
2011-05-03,38.519051,38.842560,38.303379,38.799423,32.407181,5045200
2011-05-04,38.749100,38.835369,38.202732,38.411217,32.082939,3860400
2011-05-05,38.260246,38.777859,38.116463,38.281811,31.974842,4019700
2011-05-06,38.684399,39.015099,38.454350,38.562187,32.209019,3723900
2011-05-09,38.605320,39.101364,38.576565,39.065422,32.629349,3506100
2011-05-10,39.173256,39.820274,39.158878,39.453632,32.953602,5022400
2011-05-11,39.388927,39.503956,38.936016,39.245148,32.779476,4826700
2011-05-12,39.173256,39.489574,38.885693,39.345795,32.863537,4400700
2011-05-13,39.453632,39.662113,39.202011,39.439251,32.941597,3309800
2011-05-16,39.374550,39.439251,38.842560,38.878506,32.473240,3463800
2011-05-17,38.670021,39.309849,38.447159,39.295471,32.821495,4978900
2011-05-18,39.360172,40.007191,39.245148,39.985622,33.397961,6764000
2011-05-19,40.244427,40.819553,40.100647,40.754852,34.040459,5052500
2011-05-20,40.855499,40.963337,40.165348,40.445721,33.782261,7942300
2011-05-23,40.100647,40.373833,40.043133,40.122215,33.512043,5303300
2011-05-24,40.122215,40.316319,39.913731,40.021568,33.427979,4647800
2011-05-25,39.949677,40.294750,39.877785,40.158161,33.542068,3379400
2011-05-26,40.100647,40.402588,39.942486,40.309132,33.668167,2985600
2011-05-27,40.488857,40.553558,39.755573,39.863407,33.295879,4894600
2011-05-31,40.150970,40.244427,39.568657,39.769951,33.217812,6887600
2011-06-01,39.755573,39.820274,39.151688,39.151688,32.701401,4491200
2011-06-02,39.122932,39.273903,38.770668,39.173256,32.719421,4270000
2011-06-03,38.756290,39.345795,38.705967,39.122932,32.677387,5989600
2011-06-06,39.022285,39.525520,38.734722,38.734722,32.353142,4704900
2011-06-07,38.806614,39.388927,38.806614,38.928829,32.515270,4872300
2011-06-08,38.792236,39.173256,38.447159,38.504673,32.160995,4501900
2011-06-09,38.605320,38.842560,38.274624,38.605320,32.245052,3181300
2011-06-10,38.432781,38.590942,37.907978,37.958302,31.704641,3258200
2011-06-13,38.001438,38.296188,37.742630,38.123653,31.842743,3462600
2011-06-14,38.813805,38.964775,38.533428,38.806614,32.413177,3039300
2011-06-15,38.547806,39.122932,38.382458,38.842560,32.443214,5446300
2011-06-16,38.799423,39.360172,38.734722,39.130123,32.683399,5105500
2011-06-17,39.532711,39.755573,39.223579,39.417686,32.923584,4368800
2011-06-20,39.410496,39.575844,39.058231,39.230770,32.767456,5543600
2011-06-21,39.468010,40.079079,39.374550,39.892162,33.319893,5438500
2011-06-22,39.726814,39.992809,39.338604,39.352982,32.869537,4495500
2011-06-23,38.971962,39.381741,38.691589,39.108555,32.665386,8423200
2011-06-24,39.115746,39.309849,38.662834,38.705967,32.329128,5451000
2011-06-27,38.662834,39.281094,38.483105,39.108555,32.665386,4223400
2011-06-28,39.180447,39.827461,39.137310,39.805897,33.247837,4006700
2011-06-29,39.899353,40.222862,39.561466,39.705250,33.163765,4384100
2011-06-30,39.834652,39.928108,39.518333,39.712437,33.169773,3628400
2011-07-01,39.748383,41.006470,39.748383,40.797989,34.076488,4671900
2011-07-05,40.956146,40.956146,40.531990,40.690151,33.986401,3998700
2011-07-06,40.431343,40.726097,40.273186,40.366642,33.716194,3969300
2011-07-07,39.453632,40.258808,39.360172,39.964054,33.379936,8619000
2011-07-08,39.647736,39.992809,39.453632,39.978432,33.391949,4648700
2011-07-11,39.676491,40.309132,39.597412,39.906544,33.331894,4970100
2011-07-12,39.798706,40.079079,39.669304,39.705250,33.163765,4895900
2011-07-13,39.834652,40.654205,39.827461,39.956867,33.525703,8950900
2011-07-14,40.913013,41.516895,39.956867,40.524803,34.002213,13813300
2011-07-15,40.733284,40.783607,39.748383,39.906544,33.483459,6446000
2011-07-18,39.798706,40.007191,39.302658,39.432064,33.085350,4312100
2011-07-19,39.654926,39.683681,39.295471,39.654926,33.272346,4362100
2011-07-20,39.597412,39.640545,38.964775,39.065422,32.777714,3919200
2011-07-21,39.252335,39.432064,38.885693,39.180447,32.874249,6572800
2011-07-22,39.489574,39.539898,39.202011,39.230770,32.916462,4083400
2011-07-25,39.065422,39.144501,38.670021,38.705967,32.476131,3833700
2011-07-26,38.684399,38.957584,38.389648,38.626888,32.409771,3845900
2011-07-27,38.396835,38.504673,37.526958,37.670742,31.607513,6430500
2011-07-28,37.620419,38.432781,37.598850,37.872036,31.776424,7682300
2011-07-29,37.347233,38.267433,37.304096,37.972683,31.860878,5808300
2011-08-01,38.382458,38.382458,37.404743,37.857655,31.764351,4381700
2011-08-02,37.649174,37.785767,36.628326,36.649891,30.750992,5710400
2011-08-03,36.498920,36.728973,35.895039,36.700214,30.793211,8265400
2011-08-04,36.326385,36.678650,36.038822,36.225739,30.395098,8820000
2011-08-05,36.319195,36.779297,35.305534,36.455788,30.588120,9886900
2011-08-08,35.780014,36.225739,34.342201,34.378147,28.844883,11784400
2011-08-09,34.852623,36.247303,34.176849,36.189793,30.364937,15133800
2011-08-10,35.887852,35.895039,34.593819,34.701653,29.116325,14898700
2011-08-11,34.946083,37.491013,34.946083,36.987778,31.034487,10650000
2011-08-12,37.548527,37.606037,36.606758,36.908699,30.968132,8437200
2011-08-15,37.275341,37.354420,36.721783,37.095615,31.124973,5830300
2011-08-16,36.901508,37.074047,36.455788,36.685837,30.781136,6336800
2011-08-17,36.793674,37.131561,36.455788,36.908699,30.968132,4311500
2011-08-18,36.067577,36.225739,34.816677,35.176132,29.514431,7004500
2011-08-19,34.852623,36.283249,34.723221,35.521206,29.803970,9000700
2011-08-22,36.074768,36.757729,35.830338,35.909416,30.129690,7372800
2011-08-23,36.067577,37.117184,35.859093,37.117184,31.143070,6842400
2011-08-24,37.081238,38.159599,36.937454,38.138031,31.999598,7784700
2011-08-25,38.152409,38.475918,36.901508,37.174694,31.191313,6844200
2011-08-26,37.002155,38.123653,36.592381,37.936737,31.830698,5896700
2011-08-29,38.497482,38.820992,38.396835,38.820992,32.572636,4253800
2011-08-30,38.713158,39.094177,38.461540,38.835369,32.584705,4706000
2011-08-31,39.130123,39.388927,38.741913,39.086987,32.795815,4707900
2011-09-01,39.058231,39.094177,38.389648,38.713158,32.482166,5016200
2011-09-02,38.030193,38.389648,37.512581,37.850468,31.758326,5468200
2011-09-06,36.901508,37.821712,36.657082,37.757008,31.679914,5028600
2011-09-07,38.181164,38.662834,37.785767,38.662834,32.439945,4529500
2011-09-08,38.483105,38.856937,38.181164,38.368080,32.192623,3673200
2011-09-09,37.893600,37.893600,36.664268,37.045292,31.082752,6764400
2011-09-12,36.556435,37.447880,36.319195,37.426311,31.402424,5731600
2011-09-13,37.469448,37.757008,37.239395,37.548527,31.504982,4587100
2011-09-14,37.792953,38.856937,37.361610,38.317757,32.150391,4323200
2011-09-15,38.698776,38.842560,38.346512,38.569374,32.361515,3930200
2011-09-16,39.029476,39.029476,38.289001,38.713158,32.482166,6305200
2011-09-19,38.209923,39.532711,37.972683,39.374550,33.037102,5838400
2011-09-20,39.475197,40.043133,38.878506,39.209202,32.898373,4766800
2011-09-21,39.374550,39.460819,37.735443,37.778576,31.698011,6965000
2011-09-22,36.700214,37.217831,36.168224,36.642704,30.744955,8907600
2011-09-23,36.649891,37.455067,36.182602,37.138748,31.161154,5651400
2011-09-26,37.404743,37.922359,36.570812,37.814522,31.728163,5970400
2011-09-27,38.547806,39.345795,38.159599,38.360893,32.186596,5694400
2011-09-28,38.432781,39.209202,37.713875,37.792953,31.710073,5645700
2011-09-29,38.411217,38.461540,34.780735,35.614666,29.882381,16629900
2011-09-30,34.938892,36.822430,34.867001,35.506828,29.791901,12705800
2011-10-03,35.420559,35.981308,34.802299,34.831059,29.224892,8913200
2011-10-04,34.219986,35.629044,33.896477,35.542774,29.822065,10294000
2011-10-05,35.765636,36.089146,34.370956,34.593819,29.025843,19707600
2011-10-06,34.644142,35.593098,34.608196,35.463696,29.755705,9998300
2011-10-07,35.449318,35.815960,35.233646,35.398994,29.701427,7222700
2011-10-10,35.801582,36.786484,35.744068,36.592381,30.702726,5401200
2011-10-11,36.498920,37.347233,36.470165,37.296909,31.293865,5378400
2011-10-12,37.354420,37.972683,36.642704,36.685837,30.951166,7823500
2011-10-13,36.498920,38.087708,36.448597,37.821712,31.909491,9238300
2011-10-14,37.900791,37.994247,37.081238,37.483826,31.624418,6705500
2011-10-17,37.225018,37.375988,36.664268,36.757729,31.011829,5375100
2011-10-18,36.815239,37.979870,36.376709,37.584473,31.709320,4987800
2011-10-19,37.598850,37.742630,36.887131,37.109993,31.309027,4575800
2011-10-20,37.189072,37.713875,36.836807,37.498203,31.636553,5307900
2011-10-21,38.145218,38.756290,37.994247,38.634075,32.594864,6026600
