address,categories,city,latitude,longitude,name,postalCode,province
8640 Guilford Rd,Fast Food Restaurants,Columbia,39.171137,-76.864313,Subway,21046,MD
9221 Lakeside Blvd,Fast Food Restaurant,Owings Mills,39.406774,-76.815798,Subway,21117,MD
9010 Ocean Hwy,Fast Food Restaurants,Westover,38.124444,-75.689687,Subway,21871,MD
8200 Perry Hall Blvd,Sandwich Place and Fast Food Restaurant,Nottingham,39.372607,-76.473885,Subway,21236,MD
7550 Teague Rd,Fast Food Restaurants,Hanover,39.1549,-76.715137,Subway,21076,MD
605 Potomac Station Drive NE,Fast Food,Leesburg,39.099042,-77.527803,Arby's,20176,VA
8127 Lee Hwy,Fast Food Restaurant,Falls Church,38.874359,-77.226243,Arby's,22042,VA
75 E Main St,Fast Food Restaurants,Walden,41.561477,-74.182425,Subway,12586,NY
32 Public Sq,Fast Food Restaurants,Watertown,43.974406,-75.909065,Subway,13601,NY
573 Uniondale Ave,Fast Food Restaurants,Uniondale,40.700867,-73.593112,Subway,11553,NY
1135 Wicker St,Fast Food Restaurants,Ticonderoga,43.85731,-73.438339,Subway,12883,NY
1600 Burrstone Rd,Fast Food Restaurants,Utica,43.093512,-75.273095,Subway,13502,NY
2136 W Genesee St,Fast Food Restaurants,Syracuse,43.048031,-76.197329,Subway,13219,NY
317 S Cascade Dr,Fast Food Restaurants,Springville,42.50178,-78.689817,Subway,14141,NY
84 N Main St,Fast Food Restaurants,Sherburne,42.683888,-75.50159,Subway,13460,NY
164 Warrenton Rd,Fast Food Restaurant,Fredericksburg,38.332845,-77.478552,Arby's,22405,VA
5815 Burke Centre Pkwy,Fast Food Restaurants,Burke,38.79826,-77.3171,Chick-Fil-A,22015,VA
5815 Burke Centre Pkwy,Fast Food Restaurant,Burke,38.79826,-77.3171,Chick-Fil-A,22015,VA
4400 Chantilly Pl,"Restaurant, Fast Food Restaurant, and Sandwich Place",Chantilly,38.887225,-77.445014,Arby's,20151,VA
150 Columbia St,Fast Food Restaurants,Rensselaer,42.634217,-73.746431,Subway,12144,NY
110 Main St,Fast Food Restaurants,Queensbury,43.297384,-73.675218,Subway,12804,NY
82 Manetto Hill Mall,Fast Food Restaurants,Plainview,40.783113,-73.473275,Subway,11803,NY
725 Pittsford Victor Rd,Fast Food Restaurants,Pittsford,43.059871,-77.47538,Subway,14534,NY
416 S Service Rd,Fast Food Restaurants,Patchogue,40.780041,-72.997153,Subway,11772,NY
5615 Boydton Plank Rd,Fast Food Restaurant,Petersburg,37.19523,-77.468546,Burger King,23803,VA
172 W Old Cross Rd,Fast Food Restaurants,New Market,38.648463,-78.673912,Burger King,22844,VA
830 J Clyde Morris Blvd,Fast Food Restaurant,Newport News,37.084224,-76.458964,Burger King,23601,VA
2424 Memorial Ave,Fast Food Restaurants,Lynchburg,37.40225,-79.16747,Burger King,24501,VA
115 Harvard Pl,Fast Food Restaurants,Syracuse,43.04166,-76.118817,Gangnam Style Korean Kitchen,13210,NY
3401 West Genesee Street,Fast Food,Syracuse,43.048106,-76.229913,Panera Bread,13219,NY
826 Central Park Ave,Fast food restaurants,Yonkers,40.929359,-73.857666,Burger King,10704,NY
409 Old Country Rd,Fast food restaurants,Westbury,40.746101,-73.599762,Burger King,11590,NY
3623 Palisades Center Dr,Fast Food Restaurant and Burger Joint,West Nyack,41.094497,-73.953459,Burger King,10994,NY
4228 Bolivar Rd,Fast Food Restaurants,Wellsville,42.126094,-77.969647,Burger King,14895,NY
300 Herkimer Rd,Fast Food Restaurant,Utica,43.114658,-75.205499,Burger King,13502,NY
6300 Thompson Rd,Fast Food Restaurant,Syracuse,43.07649,-76.088981,Burger King,13206,NY
4734 Onondaga Blvd,Fast Food Restaurants,Syracuse,43.032717,-76.192559,Burger King,13219,NY
3960 Sunrise Hwy,Fast Food Restaurant and Burger Joint,Seaford,40.674461,-73.485832,Burger King,11783,NY
1300 Chili Ave,Fast Food Restaurants,Rochester,43.138451,-77.671161,Burger King,14624,NY
5668 Baltimore National Pike,Fast Food Restaurant,Catonsville,39.288587,-76.729751,Chick-fil-A,21228,MD
8867 Belair Rd,Fast Food Restaurant,Nottingham,39.397186,-76.481889,Chick-fil-A,21236,MD
547 Merrick Rd,Fast Food Restaurants,Lynbrook,40.659923,-73.681577,Taco Bell,11563,NY
570 Sunrise Hwy,Fast Food Restaurant,Rockville Centre,40.657041,-73.630714,Taco Bell,11570,NY
1295 National Hwy,Fast Food Restaurants,Cumberland,39.63797,-78.832841,Long John Silver's,21502,MD
606 Broadhollow Rd,Fast Food Restaurants,Melville,40.76049,-73.422573,Long John Silver's,11747,NY
961 E 174th St,Fast Food,Bronx,40.836744,-73.885888,Subway,10460,NY
18 E 170th St,Fast Food,Bronx,40.840024,-73.917163,Subway,10452,NY
5987 Broadway,Fast Food,Bronx,40.889738,-73.898018,Subway,10471,NY
207 N Comrie Ave,Fast Food Restaurants,Johnstown,43.014532,-74.361439,Taco Bell,12095,NY
7120 Columbia Pike,Fast Food Restaurant,Annandale,38.832909,-77.191419,SUBWAY,22003,VA
1010 Nostrand Ave,Fast Food,Brooklyn,40.663767,-73.951168,SUBWAY,11225,NY
1039 W Mercury Blvd,Fast Food,Hampton,37.042684,-76.381236,Taco Bell,23666,VA
1305 Ulster Ave,Fast Food,Kingston,41.970168,-73.989586,Taco Bell,12401,NY
1314 Middle Country Rd,Fast Food Restaurants,Selden,40.861716,-73.058843,Taco Bell,11784,NY
13360 Laurel Bowie Rd,Fast Food Restaurant,Laurel,39.075181,-76.84905,Taco Bell,20708,MD
13400 HG Trueman Rd,Fast Food Restaurant,Solomons,38.34629,-76.459889,Taco Bell,20688,MD
1294 Benns Church Blvd,Fast Food Restaurants,Smithfield,36.954775,-76.601904,Taco Bell,23430,VA
1100 Rockville Pike,Fast Food Restaurants,Rockville,39.071996,-77.132483,Taco Bell,20852,MD
11257 Roger Bacon Dr,Fast Food,Reston,38.951083,-77.334351,Taco Bell,20190,VA
17786 Garland Groh Blvd,Fast Food Restaurant and Burger Joint,Hagerstown,39.655297,-77.749447,Wendy's,21740,MD
6400 Ridge Rd,Fast Food Restaurant,Sykesville,39.397767,-76.932307,Wendy's,21784,MD
3091 Solomons Island Rd,Fast Food Restaurants,Edgewater,38.93978,-76.563816,Taco Bell,21037,MD
5184 Raynor Ave,Fast Food Restaurants,Linthicum Heights,39.224062,-76.659435,Taco Bell,21090,MD
5195 Shore Dr,Fast Food,Virginia Beach,36.905947,-76.150805,Taco Bell,23455,VA
5239 John Tyler Hwy,Fast Food Restaurants,Williamsburg,37.258884,-76.74007,Taco Bell,23185,VA
3716 Brewerton Road,Fast Food,Syracuse,43.116718,-76.144406,Taco Bell,13212,NY
51 E 34th St,Fast Food,New York,40.74767,-73.982002,Dunkin' Donuts,10016,NY
2444 Virginia Ave,Fast Food Restaurants,Collinsville,36.711277,-79.907,Domino's Pizza,24078,VA
2130 E Washington St,Fast Food Restaurants,Petersburg,37.2395,-77.3687,Domino's Pizza,23803,VA
2010 S Main St,Fast Food Restaurants,Farmville,37.27401,-78.40122,Domino's Pizza,23901,VA
10614 Patterson Ave,Fast Food Restaurants,Henrico,37.5971,-77.6085,Domino's Pizza,23238,VA
66 Joshua Ln,Fast Food Restaurants,Palmyra,37.8948,-78.3044,Domino's Pizza,22963,VA
70 S Airport Dr,Fast Food Restaurants,Henrico,37.5361,-77.3226,Domino's Pizza,23075,VA
8375 Mapes Rd,Fast Food,Fort George G Meade,39.098024,-76.755445,Arby's,20755,MD
7101 Democracy Blvd,Fast Food Restaurants,Bethesda,39.022386,-77.148461,Sarku Japan,20817,MD
21 Maiden Ln,Fast Food,New York,40.709333,-74.008955,SUBWAY,10038,NY
13131 Merrick Blvd,Fast Food,Jamaica,40.6795,-73.7609,Domino's Pizza,11434,NY
13857 Queens Blvd,Fast Food Restaurants,Jamaica,40.7076,-73.8172,Domino's Pizza,11435,NY
132 W Fulton St,Fast Food Restaurants,Gloversville,43.051,-74.3516,Domino's Pizza,12078,NY
2430 Middle Country Rd,Fast Food Restaurants,Centereach,40.8581,-73.0978,Domino's Pizza,11720,NY
108 Washington Ave,Fast Food Restaurants,Endicott,42.1021,-76.0483,Domino's Pizza,13760,NY
1479 Fulton St,Fast Food,Brooklyn,40.6801,-73.9421,Domino's Pizza,11216,NY
3563 Sheridan Dr,Fast Food Restaurants,Buffalo,42.9794,-78.8013,Domino's Pizza,14226,NY
2608 Pine Ave,Fast Food Restaurants,Niagara Falls,43.095125,-79.030346,Subway,14301,NY
23845 Rogers Clark Blvd,Fast Food Restaurants,Ruther Glen,37.938581,-77.465932,Dairy Queen,22546,VA
190 Lithia Rd,Fast Food Restaurants,Wytheville,36.948654,-81.055788,Bob Evans,24382,VA
6310 Augusta Dr,Fast Food Restaurants,Springfield,38.781696,-77.180567,Bob Evans,22150,VA
10206 Atlantic Ave,Fast Food,Ozone Park,40.689809,-73.842712,Baskin-Robbins,11416,NY
1593 1st Ave,Fast Food,New York,40.774864,-73.951205,Baskin-Robbins,10028,NY
669 Hillside Avenue,Fast Food,New Hyde Park,40.742273,-73.69837,Panera Bread,11040,NY
4820 Bethesda Ave,Fast Food Restaurants,Bethesda,38.980744,-77.096725,ShopHouse Southeast Asian Kitchen,20814,MD
2825 Broadway,Fast Food,New York,40.8039,-73.967448,Subway,10025,NY
48 W 125th St,Fast Food,New York,40.806918,-73.944175,Subway,10027,NY
221 Dolson Ave,Fast Food Restaurant and Mexican Restaurant,Middletown,41.424817,-74.428715,Taco Bell,10940,NY
2280 Middle Country Rd,Fast Food Restaurant,Centereach,40.858174,-73.09132,Taco Bell,11720,NY
220 Reynolds Rd,Fast Food Restaurant,Johnson City,42.126495,-75.971326,Taco Bell,13790,NY
2186 Jericho Tpke,Fast Food Restaurant,Commack,40.842693,-73.286906,Taco Bell,11725,NY
2157 Nine Mile Point Rd,Fast Food Restaurants,Fairport,43.129114,-77.44128,Taco Bell,14450,NY
1750 Middle Country Rd,Fast Food Restaurant,Ridge,40.891991,-72.900045,Taco Bell,11961,NY
136 N Genesee St,Fast Food Restaurant and Mexican Restaurant,Utica,43.108865,-75.219611,Taco Bell,13502,NY
996 Hempstead Tpke,Fast Food Restaurant and Taco Place,Franklin Square,40.707514,-73.676553,Taco Bell,11010,NY
700 W Broad St,Fast Food Restaurants,Falls Church,38.887868,-77.179847,Burger King,22046,VA
2679 Virginia Ave,Fast Food Restaurants,Collinsville,36.712779,-79.907962,Burger King,24078,VA
1901 S Military Hwy,Fast Food Restaurant,Chesapeake,36.787332,-76.251413,Burger King,23320,VA
1901 S Military Hwy,Fast Food Restaurants,Chesapeake,36.787332,-76.251413,Burger King,23320,VA
1181 5th St SW,Fast Food Restaurant,Charlottesville,38.012708,-78.502175,Burger King,22902,VA
916 Great Bridge Blvd,Fast food restaurants,Chesapeake,36.752962,-76.271656,Burger King,23320,VA
6030 Burke Commons Rd,Fast Food Restaurant,Burke,38.78962,-77.299052,Burger King,22015,VA
3450 Winton Pl,Fast Food Restaurants,Rochester,43.097204,-77.578662,Fox's Gourmet Delicatessen,14623,NY
5737 S Transit Rd,Fast Food Restaurant,Lockport,43.147598,-78.69269,Wendy's,14094,NY
90 Jericho Tpke,Fast Food Restaurants,Jericho,40.780321,-73.559587,Wendy's,11753,NY
327 E Fairmount Ave,Fast Food Restaurant,Lakewood,42.099605,-79.302668,Wendy's,14750,NY
60 N Broadway,Fast Food Restaurants,Hicksville,40.771374,-73.527002,Wendy's,11801,NY
2123 Grand Central Ave,Fast Food Restaurants,Horseheads,42.154442,-76.821505,Wendy's,14845,NY
18 Glen Cove Rd,Fast Food Restaurant,Greenvale,40.80776,-73.627085,Wendy's,11548,NY
3513 Mckinley Pkwy,Fast Food Restaurant,Buffalo,42.789407,-78.809774,Wendy's,14219,NY
7600 Hampton Blvd,Fast Food Restaurant and Fried Chicken Joint,Norfolk,36.914675,-76.307094,Church's Chicken,23505,VA
350 Effingham St,Fried Chicken Joint and Fast Food Restaurant Park View,Portsmouth,36.838226,-76.307061,Church's Chicken,23704,VA
350 Effingham St,Fast Food Restaurant,Portsmouth,36.838226,-76.307061,Church's Chicken,23704,VA
5001 Hempstead Tpke,Fast Food Restaurant,Farmingdale,40.72894,-73.464423,Wendy's,11735,NY
1730 Hempstead Tpke,Fast Food Restaurant and Burger Joint,East Meadow,40.723612,-73.570737,Wendy's,11554,NY
157 Clinton Ave,Fast Food Restaurant,Cortland,42.60826,-76.165198,Wendy's,13045,NY
4961 Transit Rd,Fast Food Restaurant,Depew,42.88116,-78.696696,Wendy's,14043,NY
1138 N Irving,Fast Food Restaurant,Arlington,38.886749,-77.097547,Jimmy John's,22201,VA
8017 Centreville Rd,Fast Food Restaurants,Manassas,38.781918,-77.450076,Subway,20111,VA
333 Cornelia St,Fast Food Restaurant,Plattsburgh,44.697027,-73.48049,KFC,12901,NY
1131 Jefferson Davis Hwy,Fast Food Restaurants,Fredericksburg,38.307686,-77.480634,Quiznos,22401,VA
7741 Tuckerman Ln,Fast Food Restaurants,Potomac,39.040468,-77.155849,Subway,20854,MD
331 Monroe Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Rochester,43.148633,-77.597515,Arby's,14607,NY
739 Flatbush Ave,Fast Food Restaurants,Brooklyn,40.654906,-73.959625,SUBWAY,11226,NY
947 N Main St,Fast Food,Marion,36.842598,-81.50504,Arby's,24354,VA
947 N Main St,Fast Food Restaurants,Marion,36.842598,-81.50504,Arby's,24354,VA
244 W Seneca St,Fast Food Restaurant,Oswego,43.452684,-76.529429,Fajita Grill,13126,NY
215 N Broadway,Fast Food Restaurants,Hicksville,40.774262,-73.527633,Chipotle Mexican Grill,11801,NY
1248 Ruie Rd,Fast Food Restaurants,North Tonawanda,43.06383,-78.866143,Good Guys Pizza,14120,NY
1010 Bill Tuck Hwy 6B,Fast food restaurants,South Boston,36.686954,-78.899399,Hardee's,24592,VA
1150 S Campus Dining Hall,Fast Food Restaurants,College Park,38.99713,-76.922259,Taco Bell,20742,MD
2009 Lynnhaven Pkwy,Fast Food Restaurant,Virginia Beach,36.792669,-76.120135,Taco Bell,23456,VA
1510 1st Ave,Sandwich Place and Fast Food Restaurant Upper East Side,New York,40.771909,-73.953074,Subway,10075,NY
344042 Jerome Ave,Fast Food Restaurant,Bronx,40.881359,-73.882583,McDonald's,10467,NY
7832 Richmond Hwy,Fast Food Restaurant,Alexandria,38.745239,-77.08432,Popeyes,22306,VA
21040 Henderson Corner Rd,Fast Food,Germantown,39.204705,-77.243891,Seven-Eleven,20876,MD
1362 American Way,Fast Food Restaurant,Bedford,37.32611,-79.50191,Papa John's Pizza,24523,VA
8651 John J Kingman Rd Bldg 2321,Fast Food Restaurant,Fort Belvoir,38.724358,-77.150234,Burger King,22060,VA
9801 Metropolitan Ave,Fast Food Restaurant,Forest Hills,40.711249,-73.854415,McDonald's,11375,NY
1427 Sheepshead Bay Rd,Fast Food,Brooklyn,40.587469,-73.954371,Baskin-Robbins,11235,NY
23925 Linden Blvd,Fast Food Restaurant,Elmont,40.690328,-73.723623,Burger King/Popeyes,11003,NY
13061 Lee Jackson Memorial Hwy,Fast Food Restaurants,Fairfax,38.879508,-77.399867,Domino's Pizza,22033,VA
2011 Monticello Ave,Fast Food Restaurant and Mexican Restaurant,Norfolk,36.866936,-76.284496,Taco Bell,23517,VA
1701 Sunrise Hwy,Fast Food Restaurant,Bay Shore,40.738784,-73.245157,Old Country Buffet,11706,NY
1332 Saint Nicholas Ave,Fast Food,New York,40.846474,-73.935891,Little Caesars Pizza,10033,NY
4112 Lankford Highway,Fast Food Restaurant,Exmore,37.523204,-75.83216,KFC,23350,VA
407 N Bridge St,Fast Food Restaurant,Bedford,37.338139,-79.522246,Blimpie,24523,VA
845 E 149th St,Fried Chicken Joint and Fast Food Restaurant West Bronx,Bronx,40.812364,-73.904463,Popeyes Louisiana Kitchen,10455,NY
12401 Jefferson Ave,Fast Food Restaurants,Newport News,37.118597,-76.506158,Burger King,23602,VA
244 W 14th St,Fast Food Restaurant,New York,40.739569,-74.002058,Subway,10011,NY
16398 B Consumer Way,Fast Food Restaurant,King George,38.349644,-77.055747,Five Guys,22485,VA
690 Sunrise Hwy,Fast Food Restaurant,Baldwin,40.655954,-73.611026,Wendy's,11510,NY
275 4th Ave,Fast Food,Brooklyn,40.675359,-73.98436,McDonald's,11215,NY
9013 Metropolitan,Fast Food Restaurant,Rego Park,40.712033,-73.859114,Wendy's,11374,NY
1632 E Little Creek Rd,Fast Food Restaurant,Norfolk,36.917191,-76.230136,McDonald's,23518,VA
5801 Plank Rd,Fast Food Restaurant,Fredericksburg,38.292168,-77.568385,Wendy's,22407,VA
3220 Solomons Island Rd,Fast Food Restaurant,Edgewater,38.93232,-76.568046,Chick-fil-A,21037,MD
690 3rd Avenue,Fast Food Restaurant,New York,40.751656,-73.973905,Five Guys,10017,NY
1843 Empire Blvd,"Burger Joint, Fast Food Restaurant, and American Restaurant",Webster,43.188502,-77.505374,Charlie's Restaurant,14580,NY
200 Frederick Rd,Fast Food Restaurant,Thurmont,39.61353,-77.418722,McDonald's,21788,MD
769 Montauk Hwy,Fast food restaurants,Patchogue,40.76792,-72.986715,McDonald's,11772,NY
1 W Burnside Ave,Fast Food Restaurant,Bronx,40.853766,-73.907339,KFC,10453,NY
2481 Crain Hwy,Fast Food Restaurant,Waldorf,38.643467,-76.893637,Jimmy John's,20601,MD
12521 Rockaway Blvd,Fast Food,South Ozone Park,40.6754,-73.8124,Domino's Pizza,11420,NY
196 Annapolis Mall,Fast Food Restaurants,Annapolis,38.991851,-76.546664,Steak Escape,21401,MD
9118 Beach Channel Dr,Fast Food Restaurants,Far Rockaway,40.608686,-73.753943,McDonald's,11693,NY
86 W Main St,Fast Food Restaurants,Hancock,41.955916,-75.290912,McDonald's,13783,NY
86 E 167th St,Fast Food Restaurant,Bronx,40.835253,-73.919887,McDonald's,10452,NY
834 Fort Salonga Rd,Fast Food Restaurant,Northport,40.89911,-73.330831,McDonald's,11768,NY
82 Court St,Fast Food,Brooklyn,40.691361,-73.991562,McDonald's,11201,NY
818 Old Country Rd,Fast Food Restaurant,Plainview,40.773543,-73.482499,McDonald's,11803,NY
8 Manor Ln,Fast Food Restaurant,Saugerties,42.055433,-73.956819,McDonald's,12477,NY
788 Lake Ave,Fast Food Restaurants,Rochester,43.179574,-77.630501,McDonald's,14613,NY
7602 Flatlands Ave,Fast Food Restaurant Canarsie,Brooklyn,40.633612,-73.916209,McDonald's,11236,NY
7550 101st Ave,Fast Food Restaurants,Ozone Park,40.679757,-73.861849,McDonald's,11416,NY
7550 101st Ave,Fast Food Restaurant,Ozone Park,40.679757,-73.861849,McDonald's,11416,NY
724 E 241st St,Fast Food,Bronx,40.903036,-73.849535,McDonald's,10470,NY
704 Foote Ave,Fast Food Restaurants,Jamestown,42.081685,-79.229558,McDonald's,14701,NY
701 Utica Ave,Fast Food,Brooklyn,40.656264,-73.930859,McDonald's,11203,NY
700 Main St,Fast Food Restaurant,Arcade,42.531994,-78.449733,McDonald's,14009,NY
700 Main St,Fast Food Restaurants,Arcade,42.531994,-78.449733,McDonald's,14009,NY
6720 Pittsford Palmyra Rd,"Fast Food Restaurant, American Restaurant, and Asian Restaurant",Fairport,43.07055,-77.439709,McDonald's,14450,NY
67 Main St,Fast Food Restaurant,Le Roy,42.977242,-77.991506,McDonald's,14482,NY
618 Sunrise Hwy,Fast Food Restaurant,Rockville Centre,40.656922,-73.628594,McDonald's,11570,NY
614 Middle Country Rd,Fast Food Restaurant,Saint James,40.86011,-73.157885,McDonald's,11780,NY
6105 S Salina St,Fast Food Restaurants,Syracuse,42.982593,-76.142933,McDonald's,13205,NY
6 Gramatan Ave,Fast Food Restaurant,Mount Vernon,40.912314,-73.837247,McDonald's,10550,NY
6035 S Park Ave,Fast Food Restaurants,Hamburg,42.730504,-78.825712,McDonald's,14075,NY
2509 Flatbush Ave,Fast Food Restaurants,Brooklyn,40.608447,-73.920839,Sbarro,11234,NY
3832 State Route 13,Fast Food Restaurants,Pulaski,43.558742,-76.11894,Burger King,13142,NY
5 Old Shore Rd,Fast Food Restaurant,Port Washington,40.838347,-73.703483,Burger King,11050,NY
187 State Route 104,Fast food restaurants,Oswego,43.461803,-76.482654,Burger King,13126,NY
3007 Nys Route 417,Fast Food Restaurant and Burger Joint,Olean,42.076978,-78.463864,Burger King,14760,NY
3007 Nys Route 417,Fast Food Restaurant,Olean,42.076978,-78.463864,Burger King,14760,NY
3190 Long Beach Rd,Fast Food Restaurant,Oceanside,40.634041,-73.641251,Burger King,11572,NY
3190 Long Beach Rd,Fast food restaurants,Oceanside,40.634041,-73.641251,Burger King,11572,NY
2553 Military Rd,Fast Food Restaurant,Niagara Falls,43.106999,-78.983287,Burger King,14304,NY
154 E 116th St,Fast Food Restaurants,New York,40.798328,-73.94146,Burger King,10029,NY
10700 Bulloch Dr,Fast Food Restaurant,Manassas,38.805079,-77.521402,Wendy's,20109,VA
955 E Main St,Fast Food Restaurant,Wytheville,36.952983,-81.07454,Wendy's,24382,VA
9116 W Broad St,Fast Food Restaurants,Henrico,37.637373,-77.551002,Wendy's,23294,VA
900 Market Dr,Fast Food Restaurant,Emporia,36.699921,-77.544081,Wendy's,23847,VA
8700 Richmond Hwy,Fast Food Restaurants,Alexandria,38.721101,-77.124111,Wendy's,22309,VA
737 First Colonial Blvd,Fast Food,Virginia Beach,36.851544,-76.024951,Panera Bread,23451,VA
1412 Greenbrier Parkway,Fast Food,Chesapeake,36.776409,-76.230995,Panera Bread,23320,VA
9200 Stony Point Parkway Suite 158D,Fast Food,Richmond,37.549356,-77.5722,Panera Bread,23235,VA
499 Cummings St,Fast Food Restaurant and Burger Joint,Abingdon,36.703073,-81.974198,Wendy's,24210,VA
9548 Main St,Fast Food Restaurants,Fairfax,38.841471,-77.273415,Firehouse Subs,22031,VA
182 Church St,Fast Food Restaurant,Westernport,39.479834,-79.038953,McDonald's,21562,MD
10 Rising Sun Town Ctr,Fast Food Restaurant,Rising Sun,39.698298,-76.05739,McDonald's,21911,MD
20 E Frederick St,Fast Food,Walkersville,39.481716,-77.350312,McDonald's,21793,MD
934 York Rd,Fast Food Restaurant,Towson,39.409068,-76.608435,McDonald's,21204,MD
520 E Baltimore St,Fast Food Restaurant,Taneytown,39.649858,-77.158489,McDonald's,21787,MD
6131 Martin Luther King Jr Hwy,Fast Food Restaurant,Capitol Heights,38.901491,-76.900631,McDonald's,20743,MD
1619 E Joppa Rd,Fast Food,Towson,39.396635,-76.56688,McDonald's,21286,MD
504 E Randolph Rd,Fast Food,Silver Spring,39.075767,-77.001096,McDonald's,20904,MD
12044 Cherry Hill Rd,Fast Food,Silver Spring,39.05848,-76.955488,McDonald's,20904,MD
8637 16th St,Fast Food Restaurants,Silver Spring,38.997951,-77.038322,McDonald's,20910,MD
810 Reece Rd,Fast Food Restaurants,Severn,39.136855,-76.687508,McDonald's,21144,MD
4225 N Woods Trl,Fast Food Restaurant,Hampstead,39.596022,-76.845667,McDonald's,21074,MD
12012 Reisterstown Rd,Fast Food Restaurant and Food,Reisterstown,39.448855,-76.816375,McDonald's,21136,MD
45 Magothy Beach Rd,Fast Food Restaurants,Pasadena,39.119288,-76.517163,McDonald's,21122,MD
3425 Sweet Air Rd,Fast Food Restaurant and Food,Phoenix,39.516403,-76.558184,McDonald's,21131,MD
1136 Annapolis Rd,Fast Food Restaurants,Odenton,39.080456,-76.687406,McDonald's,21113,MD
9774 Groffs Mill Dr,Fast Food Restaurants,Owings Mills,39.405569,-76.804956,McDonald's,21117,MD
778a Elkridge Landing Rd,Fast Food Restaurant,Linthicum Heights,39.191866,-76.681838,McDonald's,21090,MD
1472 Martin Blvd,Fast Food,Middle River,39.32794,-76.434612,McDonald's,21220,MD
14801 Baltimore Ave,Fast Food Restaurant,Laurel,39.093687,-76.854866,Burger King,20707,MD
2375 Crain Hwy,Fast Food Restaurants,Waldorf,38.645521,-76.890608,Burger King,20601,MD
3183 Atlantic Ave,Fast Food,Brooklyn,40.679939,-73.877963,Wendy's,11208,NY
9001 Ditmas Ave,Fast Food Restaurant,Brooklyn,40.648098,-73.91473,Wendy's,11236,NY
9001 Ditmas Ave,Fast Food,Brooklyn,40.648098,-73.91473,Wendy's,11236,NY
19 W 170th St,Fast Food,Bronx,40.840659,-73.919052,Wendy's,10452,NY
2140 Westchester Ave,Fast Food Restaurant,Bronx,40.833993,-73.853065,Wendy's,10462,NY
170 Main St,Fast Food Restaurant,Binghamton,42.103455,-75.930648,Wendy's,13905,NY
14409 Warwick Blvd,Fast Food,Newport News,37.129609,-76.538547,Taco Bell,23608,VA
6145 188th St,Fast Food,Fresh Meadows,40.739507,-73.785963,Boston Market,11365,NY
6145 188th St,Fast Food Restaurant,Fresh Meadows,40.739507,-73.785963,Boston Market,11365,NY
102 Broadview Ave,Fast Food Restaurants,Warrenton,38.71991,-77.806848,Subway,20186,VA
2884 Virginia Beach Blvd,Fast Food Restaurants,Virginia Beach,36.844243,-76.070867,Subway,23452,VA
1830 Kempsville Rd,Fast Food Restaurants,Virginia Beach,36.781077,-76.19073,Subway,23464,VA
2966 Lee Hwy,Fast Food Restaurants,Troutville,37.388819,-79.900771,Subway,24175,VA
1524 Holland Rd,Sandwiches / Fast Food / American,Suffolk,36.723769,-76.637038,Subway,23434,VA
6356 Jefferson Davis Hwy,Fast Food Restaurants,Spotsylvania,38.135077,-77.521745,Subway,22551,VA
1788 Calohan Rd,Fast Food Restaurants,Rustburg,37.27826,-79.166758,Subway,24588,VA
1313 Broadway,Fast Food Restaurant,New York,40.750088,-73.988068,Burger King,10001,NY
11121 Ocean Gtwy,Fast Food Restaurants,Berlin,38.347576,-75.17101,Domino's Pizza,21811,MD
8620 Belair Rd,Fast Food Restaurants,Nottingham,39.3896,-76.4912,Domino's Pizza,21236,MD
391 Jay St,Sandwich Place and Fast Food Restaurant Downtown Brooklyn,Brooklyn,40.692164,-73.987297,Subway,11201,NY
350 E Pulaski Hwy,Fast Food Restaurants,Elkton,39.598042,-75.817131,Pizza Hut,21921,MD
541 Lake Ave,Fast Food Restaurants,Rochester,43.174676,-77.630208,Popeyes Louisiana Kitchen,14613,NY
5663 East Circle Drive,Fast Food,Cicero,43.150471,-76.123544,Panera Bread,13039,NY
1513 Martinsburg Pike,Fast Food Restaurant,Winchester,39.215116,-78.143619,Burger King,22603,VA
1535 W Broad St,Fast Food Restaurants,Waynesboro,38.07313,-78.900855,Burger King,22980,VA
524 Laskin Rd,Fast Food Restaurants,Virginia Beach,36.858948,-75.983293,Burger King,23451,VA
716 Hardy Rd,"American Restaurant, Fast Food Restaurant, and Event Space",Vinton,37.273364,-79.890765,Burger King,24179,VA
815 W Main St,Fast Food Restaurants,Salem,37.290968,-80.071492,Burger King,24153,VA
4010 Halifax Rd,Fast Food Restaurants,South Boston,36.73692,-78.919045,Burger King,24592,VA
800 Tanyard Rd,Fast Food Restaurant,Rocky Mount,37.007027,-79.876734,Burger King,24151,VA
3216 Melrose Ave NW,Fast Food Restaurants,Roanoke,37.290059,-79.988863,Burger King,24017,VA
8801 Staples Mill Rd,Fast Food Restaurant,Henrico,37.632945,-77.508409,Burger King,23228,VA
2601 Chamberlayne Ave,Fast Food Restaurants,Richmond,37.566913,-77.443819,Burger King,23222,VA
1013 N Parham Rd,Fast Food Restaurant,Henrico,37.594346,-77.566351,Burger King,23229,VA
11274 Patterson Ave,Fast Food Restaurant,Henrico,37.597973,-77.620605,Burger King,23238,VA
7438 Lee Hwy,Fast Food Restaurant,Radford,37.142765,-80.579745,Burger King,24141,VA
807 E Parham Rd,Fast Food Restaurant,Richmond,37.634917,-77.456813,Dairy Queen,23227,VA
